0,33,11.29,06,15
1,33,11.29,06,20
2,33,11.29,06,25
3,33,11.29,06,30
4,33,11.29,06,43
5,33,11.29,06,45
6,33,11.29,06,50
7,33,11.29,06,55
8,33,11.29,07,00
9,33,11.29,07,05
10,33,11.29,07,15
11,33,11.29,07,20
12,33,11.29,07,25
13,33,11.29,07,30
14,33,11.29,07,35
15,33,11.29,07,40
16,33,11.29,07,45
17,33,11.29,07,50
18,34,11.29,08,15
19,34,11.29,08,20
20,34,11.29,08,25
21,34,11.29,08,30
22,34,11.29,08,35
23,34,11.29,08,40
24,34,11.29,08,45
25,34,11.29,08,50
26,34,11.29,08,55
27,39,11.29,09,00
28,39,11.29,09,05
29,39,11.29,09,10
30,39,11.29,09,15
31,39,11.29,09,20
32,45,11.29,09,25
33,45,11.29,09,30
34,45,11.29,09,35
35,45,11.29,09,40
36,45,11.29,09,45
37,45,11.29,09,50
38,45,11.29,09,55
39,45,11.29,10,00
40,45,11.29,10,05
41,45,11.29,10,10
42,45,11.29,10,16
43,45,11.29,10,20
44,46,11.29,10,25
45,46,11.29,10,30
46,46,11.29,10,35
47,46,11.29,10,40
48,46,11.29,10,45
49,46,11.29,10,50
50,46,11.29,10,55
51,39,11.29,11,00
52,39,11.29,11,05
53,39,11.29,11,10
54,41,11.29,11,15
55,41,11.29,11,20
56,41,11.29,11,25
57,41,11.29,11,30
58,41,11.29,11,35
59,41,11.29,11,40
60,41,11.29,11,45
61,41,11.29,11,50
62,45,11.29,11,55
63,46,11.29,12,05
64,46,11.29,12,10
65,46,11.29,12,15
66,46,11.29,12,20
67,46,11.29,12,25
68,46,11.29,12,35
69,46,11.29,12,40
70,46,11.29,12,45
71,46,11.29,12,50
72,46,11.29,12,55
73,45,11.29,13,00
74,45,11.29,13,05
75,45,11.29,13,10
76,45,11.29,13,15
77,46,11.29,13,22
78,46,11.29,13,25
79,46,11.29,13,30
80,46,11.29,13,35
81,46,11.29,13,40
82,46,11.29,13,45
83,46,11.29,13,50
84,46,11.29,13,55
85,37,11.29,14,00
86,37,11.29,14,05
87,39,11.29,14,10
88,38,11.29,14,15
89,38,11.29,14,20
90,38,11.29,14,25
91,37,11.29,14,30
92,37,11.29,14,35
93,37,11.29,14,40
94,39,11.29,14,45
95,47,11.29,14,50
96,47,11.29,14,55
97,62,11.29,15,00
98,52,11.29,15,05
99,54,11.29,15,10
100,61,11.29,15,15
101,45,11.29,15,20
102,45,11.29,15,25
103,45,11.29,15,30
104,43,11.29,15,35
105,43,11.29,15,40
106,44,11.29,15,45
107,43,11.29,15,50
108,42,11.29,15,55
109,42,11.29,16,00
110,44,11.29,16,10
111,43,11.29,16,15
112,43,11.29,16,20
113,40,11.29,16,25
114,40,11.29,16,30
115,40,11.29,16,35
116,40,11.29,16,40
117,39,11.29,16,45
118,41,11.29,16,50
119,42,11.29,16,55
120,42,11.29,17,00
121,42,11.29,17,05
122,43,11.29,17,10
123,43,11.29,17,15
124,43,11.29,17,20
125,43,11.29,17,25
126,39,11.29,17,30
127,39,11.29,17,35
128,38,11.29,17,40
129,37,11.29,17,45
130,37,11.29,17,50
131,33,11.29,17,55
132,33,11.29,18,00
133,37,11.29,18,05
134,37,11.29,18,10
135,37,11.29,18,15
136,41,11.29,18,20
137,42,11.29,18,25
138,42,11.29,18,30
139,43,11.29,18,35
140,43,11.29,18,40
141,43,11.29,18,45
142,43,11.29,18,50
143,43,11.29,18,55
144,44,11.29,19,00
145,46,11.29,19,05
146,46,11.29,19,10
147,47,11.29,19,15
148,48,11.29,19,20
149,48,11.29,19,25
150,47,11.29,19,30
151,45,11.29,19,35
152,44,11.29,19,40
153,44,11.29,19,45
154,44,11.29,19,50
155,44,11.29,19,55
156,43,11.29,20,00
157,43,11.29,20,05
158,43,11.29,20,10
159,43,11.29,20,15
160,51,11.29,20,20
161,53,11.29,20,25
162,54,11.29,20,30
163,54,11.29,20,35
164,53,11.29,20,40
165,53,11.29,20,45
166,53,11.29,20,50
167,51,11.29,20,55
168,48,11.29,21,00
169,48,11.29,21,05
170,46,11.29,21,10
171,44,11.29,21,15
172,44,11.29,21,20
173,45,11.29,21,25
174,45,11.29,21,30
175,45,11.29,21,35
176,45,11.29,21,40
177,45,11.29,21,45
178,45,11.29,21,50
179,45,11.29,21,55
180,50,11.29,22,00
181,49,11.29,22,05
182,50,11.29,22,10
183,52,11.29,22,15
184,52,11.29,22,20
185,52,11.29,22,25
186,52,11.29,22,30
187,53,11.29,22,35
188,51,11.29,22,40
189,50,11.29,22,45
190,50,11.29,22,50
191,49,11.29,22,55
192,49,11.29,23,00
193,49,11.29,23,05
194,51,11.29,23,10
195,53,11.29,23,15
196,52,11.29,23,20
197,50,11.29,23,25
198,50,11.29,23,30
199,50,11.29,23,35
200,52,11.29,23,40
201,51,11.29,23,45
202,51,11.29,23,50
203,51,11.29,23,55
204,51,11.30,00,00
205,51,11.30,00,05
206,51,11.30,00,10
207,51,11.30,00,15
208,45,11.30,00,20
209,44,11.30,00,25
210,44,11.30,00,30
211,44,11.30,00,35
212,43,11.30,00,40
213,44,11.30,00,45
214,44,11.30,00,50
215,47,11.30,00,55
216,49,11.30,01,00
217,50,11.30,01,05
218,50,11.30,01,10
219,51,11.30,01,15
220,50,11.30,01,20
221,51,11.30,01,25
222,50,11.30,01,30
223,53,11.30,01,35
224,53,11.30,01,40
225,52,11.30,01,45
226,52,11.30,01,50
227,52,11.30,01,55
228,50,11.30,02,00
229,50,11.30,02,05
230,50,11.30,02,10
231,47,11.30,02,15
232,43,11.30,02,20
233,40,11.30,02,30
234,41,11.30,02,35
235,37,11.30,02,40
236,37,11.30,02,45
237,37,11.30,02,50
238,25,11.30,02,55
239,25,11.30,03,00
240,25,11.30,03,05
241,22,11.30,03,10
242,22,11.30,03,15
243,21,11.30,03,20
244,19,11.30,03,25
245,19,11.30,03,30
246,21,11.30,03,35
247,24,11.30,03,40
248,29,11.30,03,45
249,29,11.30,03,50
250,29,11.30,03,55
251,37,11.30,04,00
252,37,11.30,04,05
253,37,11.30,04,10
254,37,11.30,04,15
255,37,11.30,04,20
256,35,11.30,04,25
257,37,11.30,04,30
258,37,11.30,04,35
259,44,11.30,04,40
260,45,11.30,04,45
261,45,11.30,04,50
262,45,11.30,04,55
263,43,11.30,05,00
264,44,11.30,05,05
265,44,11.30,05,10
266,45,11.30,05,15
267,43,11.30,05,20
268,43,11.30,05,25
269,42,11.30,05,30
270,41,11.30,05,35
271,44,11.30,05,40
272,44,11.30,05,45
273,46,11.30,05,50
274,46,11.30,05,55
275,46,11.30,06,00
276,50,11.30,06,05
277,48,11.30,06,10
278,47,11.30,06,15
279,45,11.30,06,20
280,44,11.30,06,25
281,44,11.30,06,30
282,43,11.30,06,35
283,43,11.30,06,40
284,42,11.30,06,45
285,41,11.30,06,50
286,39,11.30,06,55
287,38,11.30,07,00
288,38,11.30,07,05
289,37,11.30,07,10
290,37,11.30,07,15
291,40,11.30,07,20
292,40,11.30,07,25
293,39,11.30,07,30
294,39,11.30,07,35
295,39,11.30,07,40
296,37,11.30,07,45
297,36,11.30,07,50
298,37,11.30,07,55
299,36,11.30,08,00
300,38,11.30,08,05
301,38,11.30,08,10
302,38,11.30,08,15
303,38,11.30,08,20
304,38,11.30,08,25
305,39,11.30,08,30
306,38,11.30,08,35
307,38,11.30,08,40
308,40,11.30,08,45
